nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0477286	Peter Kwong	1952		actor,stunts	tt2490326,tt0091129,tt0090728,tt0097438	https://image.tmdb.org/t/p/{width_variable}/46PxGDXNCNTFbMJDBBibCMDejOU.jpg
nm0477423	Johan Kylén	1958		actor	tt1634549,tt1216487,tt2058617,tt1343097	
nm0477780	Andreas Köbner	1951		composer,music_department,sound_department	tt0108830,tt0093336,tt1661210,tt0095163	
nm0477933	Horst Königstein	1945	2013	director,writer,producer	tt0250573,tt0108541,tt0118493,tt0104386	
nm0478272	Andrea L'Arronge	1957		actress,miscellaneous	tt0062602,tt0074066,tt0119442,tt0295620	https://image.tmdb.org/t/p/{width_variable}/h9TpDwoc7aWi1sj80THiiijm2x4.jpg
nm0478431	Raffaele La Capria	1922	2022	writer	tt0071442,tt0061433,tt0097433,tt0057286	https://image.tmdb.org/t/p/{width_variable}/5ODGaJFZB13nKAFzjzicV4nJ55d.jpg
nm0479351	André S. Labarthe	1931	2018	writer,director,producer	tt4786206,tt0344747,tt0056663,tt0815352	https://image.tmdb.org/t/p/{width_variable}/qSGjIBxHu6Kg0RU9Do11zdOVZo5.jpg
nm0479561	François Labonté	1949		director,editor,producer	tt0112335,tt0211501,tt0137429,tt0091195	
nm0479713	Art Labriola			composer,music_department,soundtrack	tt1001362,tt0098998,tt0427998,tt0455953	
nm0479728	Robert LaBrosse			actor	tt0191085,tt0100338,tt0100150,tt0096825	
nm0480099	Stephen Lack	1946		actor,writer,miscellaneous	tt0094964,tt0081455,tt0077946,tt0078183	https://image.tmdb.org/t/p/{width_variable}/5rTcXgdYnF9GOT46cnOAjfXPCIl.jpg
nm0480227	Oscar Lacosco			producer	tt0097631	
nm0480707	Anne Lafarge			editor,sound_department	tt0078467,tt0104003,tt0156408,tt0243529	
nm0480918	William Lafon			actor,visual_effects	tt0107394,tt0355437,tt0097820	
nm0481040	Enrique Lafourcade	1927	2019	writer	tt8408396,tt1801799,tt0070501	
nm0481543	Susanne Lahaye			editor	tt0089707,tt0217146,tt0091073,tt0168926	
nm0481568	Bappi Lahiri	1952	2022	music_artist,composer,music_department	tt0084385,tt0088099,tt1954206,tt2574698	https://image.tmdb.org/t/p/{width_variable}/5HBI7ecr8YtTVinhXx5Yd90cxHN.jpg
nm0481807	Adi Laimboeck			actor	tt0243959,tt0097280,tt0067407	
nm0482261	Ladislav Lakomý	1931	2011	actor	tt11268784,tt0420418,tt0097070,tt0176160	https://image.tmdb.org/t/p/{width_variable}/pin12i1NslkiKvm3TwnNnMLhj3S.jpg
nm0482262	Reinhard Lakomy	1946	2013	composer,actor,music_department	tt0174870,tt0171121,tt0357275,tt0085120	https://image.tmdb.org/t/p/{width_variable}/4ICHVnNTwZdQd4CGmylqXVROwX8.jpg
nm0482320	Mohanlal	1960		actor,music_department,producer	tt0355169,tt0292246,tt0237138,tt2345561	https://image.tmdb.org/t/p/{width_variable}/wvoBULQimwguAGPOHZ8TDoy7jBJ.jpg
nm0482580	Ching-Ying Lam	1952	1997	actor,producer,stunts	tt0068767,tt0089371,tt0085211,tt0068935	https://image.tmdb.org/t/p/{width_variable}/3G7ftUMJeFHaxxcCZ9gBRtd84Tg.jpg
nm0482595	David Lam			director,actor,producer	tt0107399,tt0184927,tt23630864,tt3469440	https://image.tmdb.org/t/p/{width_variable}/3sQ9QlMkM6m62oljpTjDs9luOMA.jpg
nm0482657	Man-Yee Lam			composer,music_department,actress	tt0091427,tt0087959,tt0089576,tt0084248	
nm0482680	Raymond Lam			camera_department,cinematographer,actor	tt1981128,tt1219827,tt0385004,tt0338564	
nm0482697	Siu-Lam Tang			composer,music_department,sound_department	tt0091431,tt0118845,tt0089374,tt0087578	
nm0482714	Wilson Lam	1960		actor,art_director,costume_designer	tt0100961,tt0100983,tt0237907,tt0473407	https://image.tmdb.org/t/p/{width_variable}/iSZ7ggcTeJJDySVWEu8Or3VqQM4.jpg
nm0482720	Yee Tat Lam			composer	tt0097775	
nm0482901	Luis Alberto Lamata	1959		director,writer,producer	tt0095394,tt1205908,tt2424822,tt1729661	
nm0483194	John Lambert			visual_effects,cinematographer,camera_department	tt0108154,tt0087332,tt0086837,tt0196106	
nm0483625	John D. Lamond	1947	2018	producer,director,writer	tt0079144,tt0105020,tt0081233,tt0091964	https://image.tmdb.org/t/p/{width_variable}/bzab43UIInTLBzo9N7UqrYoQMYW.jpg
nm0483942	Chus Lampreave	1930	2016	actress,writer,soundtrack	tt0103791,tt0095675,tt0913425,tt0441909	https://image.tmdb.org/t/p/{width_variable}/5Yur704jSyfvpycnJwE8nurSeIY.jpg
nm0483945	Günter Lamprecht	1930	2022	actor,writer	tt0074245,tt0082096,tt0079095,tt0080196	https://image.tmdb.org/t/p/{width_variable}/mQO1g8rpR9QtJfjirhAMbDqOdOz.jpg
nm0484230	Dominique Lancelot			writer,producer,sound_department	tt10955558,tt1353090,tt0806905,tt0482942	
nm0484577	Jeanette Lander	1931	2017		tt0492025,tt0094609	
nm0484727	Gudrun Landgrebe	1950		actress	tt0093336,tt1710625,tt0120037,tt0090351	https://image.tmdb.org/t/p/{width_variable}/uAjvVyC5dEpvYn4fBN5tlKrePuU.jpg
nm0485263	Burton Lane	1912	1997	soundtrack,music_department,composer	tt0043983,tt0196216,tt6294822,tt0101889	
nm0485485	Mike Lane	1933	2015	actor,producer,soundtrack	tt0051630,tt0109595,tt0049291,tt0055564	https://image.tmdb.org/t/p/{width_variable}/ajc0634lUSwTJDwaZbCrcOZJFHe.jpg
nm0485713	Christa Lang	1943		actress,writer,producer	tt0113564,tt0098396,tt0098889,tt0069495	https://image.tmdb.org/t/p/{width_variable}/gSXXpf1RT6oxe8sxZ9vDiIwkYMG.jpg
nm0485729	Doreen Lang	1915	1999	actress	tt0056869,tt0051207,tt0062568,tt0068149	
nm0485940	Veronica Lang			actress	tt0071270,tt0820333,tt0098462,tt0074422	
nm0486213	Véronique Lange			editor	tt0374627,tt8696440,tt0490234,tt0152930	
nm0486222	Rolf Langebartels			composer	tt0359764,tt0094609,tt0492025	
nm0486295	Frank Langer			composer,music_department	tt0806910,tt0882736,tt0110292,tt0094524	
nm0486670	Richard Langridge			producer,script_department,writer	tt0194605,tt1049304,tt0296693,tt0182408	
nm0486689	Roy Langsdon			producer,writer,script_department	tt0097905,tt0099595,tt0115977,tt0098043	
nm0486740	Marcia Langton			actress	tt1764358,tt0097970	https://image.tmdb.org/t/p/{width_variable}/4waLU03VmbK176Pq5J4WjkLAyLI.jpg
nm0486824	Kate Lanier			writer,director,producer	tt0117603,tt0140998,tt0118589,tt0120757	
nm0487110	Leonard Lansink	1956		actor	tt0119814,tt0119472,tt0083394,tt0880565	https://image.tmdb.org/t/p/{width_variable}/coNhXk0GKODmDDj9LI1XihC2M7Q.jpg
nm0487150	Mireille Lanteri			writer	tt0173600,tt0172053,tt0365879,tt0188318	
nm0487198	Virginia Lantry			actress	tt0099004,tt0289644,tt0085032,tt0088634	
nm0487508	Beatriz Lapido			actress	tt0070501,tt0199133	
nm0487567	James Lapine	1949		writer,director,miscellaneous	tt0176357,tt0165042,tt2180411,tt1718926	https://image.tmdb.org/t/p/{width_variable}/ff9SmSsPt7chds2PTWyvEoL2DUq.jpg
nm0487700	Jeanne Lapoirie			cinematographer,camera_department,assistant_director	tt1346973,tt0283832,tt6135348,tt0100263	
nm0487839	Tatyana Lapshina			production_designer	tt0095471,tt0088367,tt0081967,tt0194357	
nm0488449	Denis Larochelle			composer,sound_department,music_department	tt0115544,tt0091195,tt0214874,tt0237875	
nm0488703	Annabelle Larsen			actress,director,writer	tt5951870,tt0326408,tt0099017,tt14603780	
nm0488991	Glen A. Larson	1937	2014	writer,producer,music_department	tt0065317,tt0074042,tt0076984,tt0080240	https://image.tmdb.org/t/p/{width_variable}/gjjq4P8ovyasSWb82CviFNz4T7o.jpg
nm0489597	Kirill Laskari	1936	2009	miscellaneous,writer	tt0240159,tt0166514,tt0271916,tt0097399	
nm0489911	Simon Last			writer	tt0094900,tt0067670	
nm0490270	Danuta Lato	1963		actress	tt0094004,tt0093017,tt0351856,tt0406724	
nm0490417	Greg Latter			actor,writer,director	tt1654523,tt0438859,tt0452573,tt0113719	
nm0490487	Andrew Lau	1960		cinematographer,director,producer	tt0338564,tt0369060,tt0834902,tt10218664	https://image.tmdb.org/t/p/{width_variable}/jeOcDd8zWKc4nYk9MvRS3FKzuc2.jpg
nm0490489	Andy Lau	1961		actor,producer,soundtrack	tt0913968,tt0385004,tt0374339,tt0338564	https://image.tmdb.org/t/p/{width_variable}/nuxyCdWRUrKt31yGgo5w8637x3h.jpg
nm0490521	Damian Lau	1949		actor,producer,director	tt0110054,tt0077655,tt0084924,tt0104770	https://image.tmdb.org/t/p/{width_variable}/k0uz2mgjDvRtrevcTBlZ5K0RKeV.jpg
nm0490551	Hung-Chuen Lau			cinematographer,director,camera_department	tt0103330,tt0105588,tt0101562,tt0118165	
nm0490614	Shun Lau	1939		actor	tt0286098,tt1462900,tt0101490,tt0108281	https://image.tmdb.org/t/p/{width_variable}/w949uXNdjsbuXcSG7JKDIHApYf8.jpg
nm0490622	Tai-Mok Lau			writer	tt0106376,tt0097775,tt0100973,tt0108148	
nm0490642	Winnie Lau	1971		actress,music_department	tt0106545,tt0105620,tt0097535,tt0108610	https://image.tmdb.org/t/p/{width_variable}/9iaqBIDBQQBiOLHBw1PXN6KUtfn.jpg
nm0490708	Liubomiras Laucevicius	1950		actor	tt0303274,tt0091251,tt7475974,tt0283763	https://image.tmdb.org/t/p/{width_variable}/r6Gdi2P7D6cPHcgTvvO4NSzvb9I.jpg
nm0491551	Zarko Lausevic	1960		actor,writer	tt0106458,tt3168940,tt0124035,tt0096966	https://image.tmdb.org/t/p/{width_variable}/mhdR4kLeLDLN3iwnZy6ckbqh20X.jpg
nm0491590	Ed Lauter	1938	2013	actor	tt0085382,tt0277371,tt0089886,tt0074751	https://image.tmdb.org/t/p/{width_variable}/5q1CNG6M4cKIrFjFmy7typjEPqt.jpg
nm0491596	Heiner Lauterbach	1953		actor,producer,miscellaneous	tt0094456,tt0127894,tt0120037,tt0089656	https://image.tmdb.org/t/p/{width_variable}/AuDVCHI4myGKsjVzUCXrVKIqu8x.jpg
nm0492220	Adam LaVorgna	1981		actor,soundtrack	tt0155753,tt0101055,tt0160663,tt0110516	https://image.tmdb.org/t/p/{width_variable}/hWZuLvqVIPRQGbpkDbgsVv1Drbt.jpg
nm0492253	Kirill Lavrov	1925	2007	actor,director,assistant_director	tt0403783,tt0133072,tt0082925,tt0062757	https://image.tmdb.org/t/p/{width_variable}/9ZPBmI1vsbGW5A3hRm9ZDMFKz8w.jpg
nm0492309	Clara Law	1957		director,writer,producer	tt15575176,tt0255195,tt0116325,tt0105198	https://image.tmdb.org/t/p/{width_variable}/fYgzOOYXq1dvMXQUuiyKaIyFwzh.jpg
nm0492337	Jimmy Law			miscellaneous,producer,production_manager	tt0373906,tt0440003,tt0095403,tt0395942	
nm0492342	John Phillip Law	1937	2008	actor,producer	tt0064208,tt0062861,tt0062711,tt0096149	https://image.tmdb.org/t/p/{width_variable}/3QTz9geTTDwSt8NGJrc3JY3UGfs.jpg
nm0492396	Ta-Yu Lo	1954		soundtrack,composer,music_department	tt0099079,tt0434008,tt4392726,tt0105619	https://image.tmdb.org/t/p/{width_variable}/3ihpbMApuX5lOIGBvYXDOcid8fG.jpg
nm0492401	Wai-Guen Law	1966	2012	actress	tt0111775,tt0095102,tt0107168,tt0109215	
nm0492416	Gasper Lawal			composer,soundtrack	tt0095147	
nm0492458	Thomas Lawinky	1964		actor	tt0253474,tt0330860,tt0115088,tt0214367	https://image.tmdb.org/t/p/{width_variable}/brrYZElmWhQQziTedeMFVUeMbcg.jpg
nm0492496	Annemarie Lawless			actress	tt0113243,tt0091794,tt0160523,tt0109575	
nm0492722	Diarmuid Lawrence	1947	2019	director,miscellaneous,actor	tt0249301,tt0111995,tt1049304,tt1178522	https://image.tmdb.org/t/p/{width_variable}/qfOspoGbGpZCuBFjGl8feJ4baf5.jpg
nm0492969	Peter Lawrence			script_department,writer,miscellaneous	tt0115226,tt0082118,tt0147781,tt0090520	
nm0493645	Vernon Layton	1941		cinematographer,camera_department,producer	tt0130018,tt0387575,tt0112966,tt1566503	
nm0494407	Francis Lemaire	1936	2013	actor	tt0275822,tt0101606,tt0089222,tt0231383	https://image.tmdb.org/t/p/{width_variable}/j6qOGLufxPLyRNS0P7VaoL4yO5F.jpg
nm0494982	James Leahy			actor,director,writer	tt5269072,tt3364964,tt0083773,tt0098963	
nm0495209	Richard Learman	1934		assistant_director,production_manager,producer	tt0068138,tt0083131,tt0086662,tt0088571	
nm0495525	Aleksei Lebedev	1952		director	tt0097399,tt0251987	
nm0495608	Pascal Lebègue			cinematographer,camera_department,director	tt0095174,tt8320310	
nm0495712	John LeBlanc			camera_department,cinematographer,producer	tt0088933,tt3263638,tt0120783,tt0080455	
nm0495936	Gene LeBrock	1961		actor	tt0097380,tt0234151,tt0097874,tt0144910	https://image.tmdb.org/t/p/{width_variable}/hmyx4kAbwPz1WeRKGDXZjlztytX.jpg
nm0496118	Branislav Lecic	1955		actor	tt0099670,tt1634013,tt1043822,tt0114787	https://image.tmdb.org/t/p/{width_variable}/bj2i3x4GM6WUJS0mGh2ekkpk9Id.jpg
nm0496571	Jason Ledger			actor	tt0071042,tt0070697,tt0068494,tt0073210	
nm0496705	Liliane Ledun			actress	tt0096386,tt0198676,tt0230032,tt3793732	
nm0497155	Tien-Lang Li			actress,producer,production_manager	tt0940918,tt0096467,tt0091235,tt0094387	
nm0498474	Yi-Hsu Li			cinematographer,camera_department	tt0229492,tt9460596,tt7782570,tt0788246	
nm0498752	Edda Leesch	1962		actress,writer	tt0115088,tt1285017,tt0920504,tt0765242	https://image.tmdb.org/t/p/{width_variable}/4dXELZtxzDHY4qoSt4aXf6VGRoT.jpg
nm0499450	Hudson T. LeGrand			editor,editorial_department	tt0095140,tt0116111,tt0098100	
nm0499589	Jason Lehel			cinematographer,camera_department,producer	tt3154884,tt0095243,tt1314191,tt1847567	
nm0499817	Wolfgang Lehner			cinematographer,camera_department,sound_department	tt0806910,tt0107250,tt1877160,tt0139013	
nm0500529	Silvan-Pierre Leirich	1960		actor	tt0835962,tt0806910,tt0115088,tt0103434	
nm0500609	Christopher Leitch			director,writer,producer	tt0094118,tt0247082,tt0105698,tt0114419	
nm0500735	Hildegard Leitner-Ohandjanians			editor	tt0806910,tt0240794,tt0112413,tt0076757	
nm0500984	Marc Lelou			actor	tt0097106,tt0176373,tt0258694	
nm0501380	Jonathan Lemkin			writer,miscellaneous,script_department	tt0118971,tt0122151,tt0199753,tt0822854	
nm0501602	Ute Lemper	1963		actress,soundtrack,writer	tt0110907,tt0096857,tt0102722,tt2870756	https://image.tmdb.org/t/p/{width_variable}/dA8tIGkiztCVa62ncnFSvHWHsHb.jpg
nm0502507	Maryse León García			writer,director,script_department	tt0090665,tt0094265,tt0245441,tt0089462	
nm0503201	Gaston Lepage	1949		actor,soundtrack	tt0338135,tt0103787,tt0790602,tt1625015	https://image.tmdb.org/t/p/{width_variable}/1O3GQgbl409csm6sDXhTERAtM5O.jpg
nm0503418	Kascha	1967		actress	tt0137758,tt0136123,tt0097004,tt0141428	https://image.tmdb.org/t/p/{width_variable}/7eFUTKBaYTOpc4CGoZo5uYuyFyI.jpg
nm0503627	Michael Lerner	1941	2023	actor	tt0319343,tt0120685,tt0101410,tt1877832	https://image.tmdb.org/t/p/{width_variable}/2b1PLnbBU1zdz06AXNGSAo226Is.jpg
nm0503953	Mikhail Leshchinsky			actor,writer,producer	tt0098990,tt0168111,tt1063033,tt0272197	
nm0504243	Daniel Lesoeur			producer,assistant_director,production_manager	tt0127069,tt0090642,tt0232633,tt0096877	
nm0504327	Elana Lesser			writer,miscellaneous,producer	tt0112453,tt0243061,tt0213340,tt0084972	
nm0504335	Len Lesser	1922	2011	actor,soundtrack	tt0070511,tt0075029,tt0098904,tt0065938	https://image.tmdb.org/t/p/{width_variable}/5qOuWP5I8JKVxD4WGyUfr4UaPHq.jpg
nm0504467	Jeff Lester	1955		actor,writer,director	tt0087629,tt0256869,tt0092007,tt1245738	https://image.tmdb.org/t/p/{width_variable}/s1mVoOKdKj4M9rGqOTed0XaAhKZ.jpg
nm0504681	Lori Lethin	1955		actress	tt0120620,tt0082084,tt0085404,tt0093854	https://image.tmdb.org/t/p/{width_variable}/rsG47YxierLe7UCENIBIuOK3h2X.jpg
nm0504899	Tony Ka Fai Leung	1958		actor,producer,director	tt0101316,tt2186715,tt0434008,tt0380291	https://image.tmdb.org/t/p/{width_variable}/ksrZeHeEKqPm5GS1IrmJ9WC9sRS.jpg
nm0504908	Anglie Leung	1963		actress	tt0095403,tt0099809,tt0096090,tt0095813	
nm0504941	Chuo-Chi Leung			director	tt0121795,tt0122191,tt0111775,tt0097864	
nm0504945	Hung-Wah Leung			writer,producer,actor	tt10978642,tt0898098,tt0330796,tt3751084	https://image.tmdb.org/t/p/{width_variable}/te6jAYP1AO57muFDtmxjoBZTFgh.jpg
nm0504973	Alex Man	1957		actor,soundtrack	tt0316993,tt0096461,tt2852802,tt0093258	
nm0505026	Harry Leupold	1928	2013	production_designer,art_director	tt0076876,tt0078264,tt0084606,tt0070299	
nm0505303	Patricia Leventon	1928	2019	actress	tt0416857,tt0221838,tt0783546,tt21883092	
nm0505415	William A. Levey	1943		director,producer,writer	tt0070910,tt0079912,tt0087739,tt0076726	
nm0505662	Mark Levin			writer,producer,miscellaneous	tt2463208,tt0410377,tt6524350,tt0373051	https://image.tmdb.org/t/p/{width_variable}/2ecb1Xvl4lldCsxciPlek3hYD9x.jpg
nm0505676	Michel Lewin			editor,editorial_department	tt0103625,tt0059241,tt0093701,tt0082935	
nm0506478	John E. Levy			producer	tt0096154	
nm0506699	James Lew	1952		stunts,actor,miscellaneous	tt3322314,tt1375666,tt0397853,tt0090728	https://image.tmdb.org/t/p/{width_variable}/wuC0B13IutImC1AJ7VUxBCuZJVg.jpg
nm0508085	Johan Leysen	1950	2023	actor,miscellaneous	tt1440728,tt0237534,tt5827916,tt0108376	https://image.tmdb.org/t/p/{width_variable}/pCBvrMKTNo6cqC63qDSipbtt2Rs.jpg
nm0508293	Thierry Lhermitte	1952		actor,writer,producer	tt0084555,tt2609222,tt0119038,tt7141030	https://image.tmdb.org/t/p/{width_variable}/50kQVqmD1XnGRlgTPsVRhECaRae.jpg
nm0508327	Nina Li Chi	1961		actress	tt0095491,tt0098155,tt0105399,tt0277478	https://image.tmdb.org/t/p/{width_variable}/lL76hgrDqmtUZMtSW8AB2o7GD8f.jpg
nm0508880	Daniel Libman			actor,writer,director	tt5634992,tt6272920,tt2089664,tt0243575	https://image.tmdb.org/t/p/{width_variable}/kJXFZPNNnayLIFIk4Pp8eRlXga0.jpg
nm0508905	Herwig Libowitzky			production_designer,art_department,art_director	tt0079753,tt0073530,tt0090554,tt0082005	
nm0508982	Dagmar Lichius	1961		editor,editorial_department	tt0932807,tt0806910,tt0307077,tt5790534	
nm0509136	Carlo Liconti			producer,director,writer	tt8684538,tt7661054,tt0097448,tt0236823	
nm0509372	Charlie Lieberman	1945		cinematographer,camera_department,producer	tt0813715,tt0236695,tt0110392,tt0099763	
nm0510156	Rado Likon	1949		cinematographer,camera_department,producer	tt0101703,tt22012430,tt0094004,tt9101048	
nm0510198	Keith Liles			actress	tt0097666	
nm0510903	Jimmy Lin	1974		actor,music_department,soundtrack	tt0404679,tt1592635,tt2059295,tt0353078	https://image.tmdb.org/t/p/{width_variable}/jNYxGjJDpXrNfvVUO1DHx2axbl3.jpg
nm0510950	Sandra Kwan Yue Ng	1965		actress,producer,soundtrack	tt0148631,tt1602572,tt0354593,tt0396030	https://image.tmdb.org/t/p/{width_variable}/dSfchIatXOJkJ6FNhNuwrMhcqe5.jpg
nm0511300	Thomas Lindahl	1953		composer,music_department,actor	tt0093591,tt0115587,tt0118096,tt0088466	
nm0511730	Max Linder		2011	production_manager,director,writer	tt0276080,tt0328901,tt0099031,tt0099035	
nm0512003	Åke Lindman	1928	2009	actor,director,writer	tt0076804,tt0107078,tt0091095,tt0048752	https://image.tmdb.org/t/p/{width_variable}/dgBtxi5ZHpsXZlRddqty3qcgrXt.jpg
nm0512803	Marc Lingk			composer	tt9713010,tt0102243,tt1590969,tt1590972	
nm0512894	William Link	1933	2020	writer,producer,miscellaneous	tt0089239,tt0086765,tt0084582,tt1466074	
nm0513260	Josep Linuesa	1966		actor,writer,composer	tt1077065,tt4136774,tt0499010,tt0821927	https://image.tmdb.org/t/p/{width_variable}/u6Htou10bRZxGmPgdK4OzzvrqHG.jpg
nm0514045	Eda Lishman			producer,production_manager,director	tt1956637,tt0095902,tt12042554,tt0090350	
nm0514141	Raisa Lisova			editor,editorial_department	tt0256898,tt1141263,tt0090282,tt0109497	
nm0514181	Leon Lissek	1939	2022	actor	tt0129707,tt0081633,tt0096332,tt0348155	https://image.tmdb.org/t/p/{width_variable}/aBuzx1qHrgnA33CSYkbegHZN6yK.jpg
nm0514226	Niki List	1956	2009	producer,director,writer	tt0111086,tt1693759,tt0168855,tt0084294	
nm0514264	Paul Lister			producer	tt1278469,tt1234548,tt0096405,tt0089477	
nm0514780	Julian Littman	1953		actor,soundtrack,composer	tt0116250,tt0367594,tt0404390,tt0352520	
nm0514961	Kai-Chi Liu	1954	2021	actor,writer,miscellaneous	tt1330525,tt0478024,tt0369060,tt0386005	https://image.tmdb.org/t/p/{width_variable}/tOqH5blJzabTfM9dk6EWQ6uIDz7.jpg
nm0516008	Innes Lloyd	1925	1991	producer,writer,director	tt0297625,tt0212699,tt0092462,tt0297626	
nm0516215	Tony Lo Bianco	1936		actor,director,producer	tt0067116,tt0064437,tt0113987,tt1416801	https://image.tmdb.org/t/p/{width_variable}/lF9CzAOd2UdAelotxgHOB12ce5j.jpg
nm0516240	May Mei-Mei Lo	1966		actress	tt0105856,tt0101002,tt0089865,tt0099888	https://image.tmdb.org/t/p/{width_variable}/aMYR4JYfzFnRpvNOVXQKCHepPIK.jpg
nm0516316	Lieh Lo	1939	2002	actor,director,producer	tt0078243,tt0070400,tt0202706,tt0070800	https://image.tmdb.org/t/p/{width_variable}/cUZZlI9m1JnxmCvOWDtDu5hqO3p.jpg
nm0516319	Lowell Lo			composer,actor,music_department	tt0286112,tt1602572,tt1258972,tt0097202	
nm0516338	Steven Lo	1959		miscellaneous,producer,director	tt0111662,tt0104553,tt0308670,tt0109803	
nm0516435	Rogelio Lobato			director,writer	tt0098985,tt0159404,tt0364098,tt10404002	
nm0516671	Peter Lochran	1955		actor	tt0074077,tt0083397,tt0098100,tt0057731	
nm0516894	Robert Lockhart	1959	2012	composer,music_department,soundtrack	tt0988820,tt1148756,tt0120446,tt0095037	
nm0516914	Tony Locklear			producer	tt0123242,tt0097666	
nm0517351	Knut Loewe	1962		production_designer,art_department,art_director	tt1063669,tt1504261,tt4643084,tt0780517	
nm0517873	Paul Lohmann	1926	1995	cinematographer,camera_department	tt0080025,tt0079550,tt0074464,tt0073440	
nm0518067	Tat-Wah Lok			actor	tt3302850,tt0117760,tt0115693,tt14578988	
nm0518118	LokSingh			cinematographer	tt0246144,tt0245995,tt0246008,tt0155855	
nm0518429	Antonino Lombardo			producer,production_manager,actor	tt2512170,tt0106371,tt11575400,tt1895315	
nm0518591	Tadeusz Lomnicki	1927	1992	actor,director,writer	tt0064785,tt0072021,tt0077600,tt0081767	https://image.tmdb.org/t/p/{width_variable}/rr7bltC6RcW7ofspjwKtckahbb5.jpg
nm0520288	Santo Loquasto	1944		production_designer,costume_designer,art_department	tt0093818,tt0109348,tt2334873,tt4513674	https://image.tmdb.org/t/p/{width_variable}/eQD2Q2snBNZVJF4DuAFqItVktJq.jpg
nm0520416	David Paul Lord			stunts,actor,assistant_director	tt0107978,tt0775440,tt5095030,tt9114286	
nm0520485	Peter Lord	1953		producer,animation_department,director	tt0435939,tt0120630,tt0424095,tt0312004	https://image.tmdb.org/t/p/{width_variable}/kdEoMT0zH0PRgBByTdpEd88v3oi.jpg
